Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.01471 0.00000 7.39794 0.0900000036 1.0816895962    0.090 -2.331  3.4041  4.292    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 10.597 18.319 16.613 15.063 13.154 11.021 8.546 7.963 7.595
0.01471 0.00000 7.39794 0.0928791538 1.1087107658    0.093 -2.311  3.4064  4.295    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.45e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 10.548 18.274 16.565 15.015 13.105 10.972 8.497 7.913 7.546
0.01471 0.00000 7.39794 0.1000000015 1.1711064577    0.100 -2.261  3.4118  4.298    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.56e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 10.423 18.156 16.443 14.891 12.981 10.847 8.372 7.788 7.421
0.01471 0.00000 7.39794 0.1068681851 1.2260450125    0.107 -2.219  3.4165  4.303    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.66e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 10.316 18.023 16.314 14.762 12.858 10.730 8.267 7.682 7.316
0.01471 0.00000 7.39794 0.1200000048 1.3193155527    0.120 -2.140  3.4248  4.309    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.86e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 10.121 17.548 15.896 14.351 12.515 10.440 8.085 7.499 7.138
0.01471 0.00000 7.39794 0.1400000006 1.4384527206    0.140 -2.037  3.4362  4.318    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.17e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 9.862 16.835 15.275 13.751 12.023 10.032 7.848 7.259 6.909
0.01471 0.00000 7.39794 0.1630776078 1.5510758162    0.163 -1.937  3.4476  4.330    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.49e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 9.613 16.174 14.689 13.191 11.562 9.651 7.620 7.027 6.689
0.01471 0.00000 7.39794 0.1888497621 1.6546196938    0.189 -1.841  3.4579  4.338    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.86e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 9.372 15.585 14.159 12.674 11.131 9.301 7.401 6.804 6.478
0.01471 0.00000 7.39794 0.2178452313 1.7511317730    0.218 -1.749  3.4677  4.348    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.23e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 9.143 15.062 13.681 12.210 10.743 8.985 7.192 6.591 6.277
0.01471 0.00000 7.39794 0.2209684849 1.7605258226    0.221 -1.741  3.4686  4.349    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.27e-15      0.00 7.107e-01 2.745e-01 2.655e-03 7.163e-04 6.496e-03 -1.000 1.476e-02 9.121 15.012 13.635 12.166 10.705 8.954 7.172 6.570 6.257
