Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag
0.0152 0.01508 9.10000 0.0900000036 1.0816895962    0.090 -3.401  3.3643  5.202    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.21e-17      0.00 7.091e-01 2.757e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 13.272 15.316 18.213 18.260 13.847
0.0152 0.01508 9.10000 0.1000000015 1.1711064577    0.100 -3.234  3.3886  5.178    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.02e-17      0.00 7.090e-01 2.757e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.854 14.897 17.785 17.832 13.429
0.0152 0.01508 9.10000 0.1067589521 1.2252074480    0.107 -3.145  3.4005  5.166    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.23e-17      0.00 7.090e-01 2.757e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.634 14.677 17.560 17.607 13.209
0.0152 0.01508 9.10000 0.1200000122 1.3193155527    0.120 -2.978  3.4227  5.137    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-16      0.00 7.089e-01 2.758e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.214 14.179 16.947 16.994 12.731
0.0152 0.01508 9.10000 0.1260085702 1.3576741219    0.126 -2.920  3.4291  5.126    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.17e-16      0.00 7.089e-01 2.758e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.069 13.940 16.576 16.623 12.516
0.0152 0.01508 9.10000 0.1337123364 1.4035129547    0.134 -2.849  3.4369  5.113    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.35e-16      0.00 7.089e-01 2.758e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.893 13.659 16.159 16.206 12.262
0.0152 0.01508 9.10000 0.1400000006 1.4384527206    0.140 -2.794  3.4430  5.102    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.52e-16      0.00 7.089e-01 2.759e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.756 13.444 15.841 15.888 12.067
0.0152 0.01508 9.10000 0.1596636176 1.5357658863    0.160 -2.656  3.4563  5.074    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.02e-16      0.00 7.088e-01 2.760e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.409 12.926 15.096 15.142 11.596
0.0152 0.01508 9.10000 0.1599999964 1.5372931957    0.160 -2.653  3.4565  5.073    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-16      0.00 7.088e-01 2.760e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.403 12.918 15.084 15.130 11.589
0.0152 0.01508 9.10000 0.2000000030 1.6938791275    0.200 -2.438  3.4752  5.030    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.14e-16      0.00 7.086e-01 2.761e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.865 12.161 14.038 14.084 10.897
