Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag
0.0152 0.01508 10.00000 0.0900000036 1.0816895962    0.090 -3.423  3.3625  5.217    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -3.9e-17      0.00 7.080e-01 2.767e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 13.327 15.372 18.275 18.322 13.903
0.0152 0.01508 10.00000 0.1000000015 1.1711064577    0.100 -3.240  3.3884  5.184    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.59e-17      0.00 7.076e-01 2.771e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.871 14.915 17.805 17.852 13.446
0.0152 0.01508 10.00000 0.1077039689 1.2324166298    0.108 -3.133  3.4026  5.165    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.21e-17      0.00 7.072e-01 2.775e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.601 14.644 17.527 17.574 13.176
0.0152 0.01508 10.00000 0.1200000122 1.3193155527    0.120 -2.975  3.4232  5.137    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-16      0.00 7.067e-01 2.780e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.209 14.166 16.924 16.971 12.720
0.0152 0.01508 10.00000 0.1400000006 1.4384527206    0.140 -2.792  3.4435  5.102    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.53e-16      0.00 7.060e-01 2.788e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.749 13.431 15.820 15.867 12.056
0.0152 0.01508 10.00000 0.1496137679 1.4881080389    0.150 -2.721  3.4502  5.087    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.77e-16      0.00 7.056e-01 2.791e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.573 13.167 15.443 15.490 11.816
0.0152 0.01508 10.00000 0.1599999964 1.5372931957    0.160 -2.650  3.4571  5.073    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.05e-16      0.00 7.053e-01 2.794e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.395 12.902 15.058 15.105 11.575
0.0152 0.01508 10.00000 0.2000000030 1.6938791275    0.200 -2.430  3.4758  5.025    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.21e-16      0.00 7.042e-01 2.806e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.846 12.135 14.001 14.048 10.874
0.0152 0.01508 10.00000 0.2500000000 1.8403258324    0.250 -2.217  3.4921  4.974    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-17      0.00 7.033e-01 2.814e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.314 11.428 13.069 13.116 10.225
0.0152 0.01508 10.00000 0.3000000119 1.9529139996    0.300 -2.052  3.5027  4.930    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.13e-17      0.00 7.030e-01 2.817e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.900 10.920 12.447 12.493 9.752
