Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag
0.0152 0.01508 9.50000 0.0900000036 1.0816895962    0.090 -3.424  3.3622  5.217    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.89e-17      0.00 7.088e-01 2.759e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 13.330 15.375 18.278 18.325 13.906
0.0152 0.01508 9.50000 0.1000000015 1.1711064577    0.100 -3.242  3.3881  5.184    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.84e-17      0.00 7.087e-01 2.760e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.874 14.918 17.808 17.855 13.449
0.0152 0.01508 9.50000 0.1096405685 1.2469365597    0.110 -3.108  3.4056  5.161    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.78e-17      0.00 7.086e-01 2.761e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.541 14.583 17.465 17.512 13.116
0.0152 0.01508 9.50000 0.1200000122 1.3193155527    0.120 -2.977  3.4228  5.138    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.03e-16      0.00 7.084e-01 2.763e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 12.214 14.177 16.944 16.991 12.730
0.0152 0.01508 9.50000 0.1400000006 1.4384527206    0.140 -2.794  3.4431  5.102    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.52e-16      0.00 7.082e-01 2.765e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.755 13.441 15.837 15.884 12.065
0.0152 0.01508 9.50000 0.1422320455 1.4503686428    0.142 -2.777  3.4447  5.099    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.57e-16      0.00 7.082e-01 2.765e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.713 13.379 15.747 15.794 12.008
0.0152 0.01508 9.50000 0.1599999964 1.5372931957    0.160 -2.653  3.4566  5.073    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.03e-16      0.00 7.080e-01 2.768e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 11.402 12.915 15.078 15.125 11.586
0.0152 0.01508 9.50000 0.2000000030 1.6938791275    0.200 -2.437  3.4753  5.029    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.15e-16      0.00 7.076e-01 2.771e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.862 12.156 14.031 14.078 10.894
0.0152 0.01508 9.50000 0.2500000000 1.8403258324    0.250 -2.233  3.4918  4.988    1  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -4.72e-16      0.00 7.072e-01 2.775e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 10.351 11.468 13.114 13.161 10.265
0.0152 0.01508 9.50000 0.3000000119 1.9529139996    0.300 -2.074  3.5026  4.952    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.84e-16      0.00 7.070e-01 2.777e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.955 10.975 12.503 12.549 9.806
